0,49624.0
1,49624.0
2,49624.0
3,49624.0
4,49624.0
5,49623.0
6,49623.0
7,49623.0
8,49623.0
9,49623.0
10,49623.0
11,49620.0
12,49620.0
13,49621.0
14,49621.0
15,49621.0
16,49536.0
17,49536.0
18,49536.0
19,49536.0
20,49536.0
21,49537.0
22,49537.0
23,49537.0
24,49537.0
25,49537.0
26,49538.0
27,49549.0
28,49549.0
29,49549.0
30,49549.0
31,49549.0
32,49548.0
33,49548.0
34,49548.0
35,49548.0
36,49548.0
37,49553.0
38,49553.0
39,49553.0
40,49553.0
41,49553.0
42,49553.0
43,49554.0
44,49554.0
45,49554.0
46,49554.0
47,49554.0
48,49559.0
49,49559.0
50,49559.0
51,49559.0
52,49559.0
53,49556.0
54,49557.0
55,49557.0
56,49557.0
57,49557.0
58,49557.0
59,52842.0
60,52842.0
61,52842.0
62,52842.0
63,52842.0
64,52842.0
65,52843.0
66,52843.0
67,52843.0
68,52843.0
69,52843.0
70,52844.0
71,52883.0
72,52883.0
73,52883.0
74,52883.0
75,52883.0
76,52880.0
77,52880.0
78,52880.0
79,52880.0
80,52880.0
81,52879.0
82,52879.0
83,52879.0
84,52879.0
85,52879.0
86,52876.0
87,52877.0
88,52877.0
89,52877.0
90,52877.0
91,52877.0
92,52877.0
93,52866.0
94,52866.0
95,52866.0
96,52866.0
97,52866.0
98,52867.0
99,52867.0
100,52867.0
101,52868.0
102,52868.0
103,52868.0
104,52947.0
105,52947.0
106,52947.0
107,52947.0
108,52947.0
109,52946.0
110,52946.0
111,52946.0
112,52946.0
113,52946.0
114,52946.0
115,52957.0
116,52957.0
117,52957.0
118,52957.0
119,52957.0
120,52956.0
121,52956.0
122,52956.0
123,52956.0
124,52956.0
125,52963.0
126,52963.0
127,52963.0
128,52963.0
129,52963.0
130,52962.0
131,52962.0
132,52962.0
133,52962.0
134,52962.0
135,52962.0
136,52973.0
137,52973.0
138,52973.0
139,52973.0
140,52973.0
141,52972.0
142,52972.0
143,52972.0
144,52972.0
145,52972.0
146,53051.0
147,53051.0
148,53051.0
149,53051.0
150,53051.0
151,53051.0
152,53048.0
153,53048.0
154,53048.0
155,53048.0
156,53048.0
157,53047.0
158,53047.0
159,53047.0
160,53047.0
161,53047.0
162,53044.0
163,53044.0
164,53044.0
165,53044.0
166,53044.0
167,53044.0
168,53025.0
169,53025.0
170,53025.0
171,53025.0
172,53025.0
173,53026.0
174,53026.0
175,53026.0
176,53026.0
177,53026.0
178,53031.0
179,53031.0
180,53031.0
181,53031.0
182,53028.0
183,53028.0
184,53029.0
185,53029.0
186,53029.0
187,53029.0
188,53029.0
189,53210.0
190,53210.0
191,53210.0
192,53210.0
193,53210.0
194,53210.0
195,53211.0
196,53211.0
197,53211.0
198,53211.0
199,53211.0
200,53212.0
201,53219.0
202,53219.0
203,53219.0
204,53219.0
205,53219.0
206,53216.0
207,53216.0
208,53216.0
209,53216.0
210,53216.0
211,53237.0
212,53237.0
213,53237.0
214,53237.0
215,53237.0
216,53237.0
217,53239.0
218,53239.0
219,53239.0
220,53239.0
221,53239.0
222,53240.0
223,53240.0
224,53240.0
225,53240.0
226,53240.0
227,53240.0
228,53243.0
229,53243.0
230,53243.0
231,53243.0
232,53244.0
233,53244.0
234,53249.0
235,53249.0
236,53249.0
237,53249.0
238,53249.0
239,53250.0
240,53250.0
241,53250.0
242,53250.0
243,53250.0
244,53250.0
245,53255.0
246,53255.0
247,53255.0
248,53255.0
249,53252.0
250,53253.0
251,53253.0
252,53253.0
253,53253.0
254,53253.0
255,53253.0
256,53306.0
257,53306.0
258,53306.0
259,53306.0
260,53306.0
